N HSQ P NCAU START STOP EST
100000 0.0015 2607 3 29651799 31439918 0.00214
100000 0.0015 2607 3 29651799 31439918 0.00159
100000 0.0015 2607 3 29651799 31439918 0.000709
100000 0.05 2607 3 29651799 31439918 0.0498
100000 0.05 2607 3 29651799 31439918 0.0497
100000 0.05 2607 3 29651799 31439918 0.0491
100000 0.05 2607 3 29651799 31439918 0.052
100000 0.05 2607 3 29651799 31439918 0.0482
100000 0.05 2607 3 29651799 31439918 0.0478
100000 0.05 2607 3 29651799 31439918 0.0493
100000 0.05 2607 3 29651799 31439918 0.0491
100000 0.05 2607 3 29651799 31439918 0.0518
100000 0.05 2607 3 29651799 31439918 0.0467
100000 0.05 2607 3 29651799 31439918 0.0498
100000 0.05 2607 3 29651799 31439918 0.0522
100000 0.05 2607 3 29651799 31439918 0.0505
100000 0.05 2607 3 29651799 31439918 0.0493
100000 0.05 2607 3 29651799 31439918 0.0506
100000 0.05 2607 3 29651799 31439918 0.0513
100000 0.05 2607 3 29651799 31439918 0.0492
100000 0.05 2607 3 29651799 31439918 0.0491
100000 0.05 2607 3 29651799 31439918 0.0507
100000 0.05 2607 3 29651799 31439918 0.052
100000 0.05 2607 3 29651799 31439918 0.0519
100000 0.05 2607 3 29651799 31439918 0.0503
100000 0.05 2607 3 29651799 31439918 0.0494
100000 0.05 2607 3 29651799 31439918 0.051
100000 0.05 2607 3 29651799 31439918 0.0518
100000 0.05 2607 3 29651799 31439918 0.0515
100000 0.05 2607 3 29651799 31439918 0.0497
100000 0.05 2607 3 29651799 31439918 0.0492
100000 0.05 2607 3 29651799 31439918 0.0494
100000 0.05 2607 3 29651799 31439918 0.0501
100000 0.05 2607 3 29651799 31439918 0.0525
100000 0.05 2607 3 29651799 31439918 0.0502
100000 0.05 2607 3 29651799 31439918 0.0496
100000 0.05 2607 3 29651799 31439918 0.0488
100000 0.05 2607 3 29651799 31439918 0.0498
100000 0.05 2607 3 29651799 31439918 0.0479
100000 0.05 2607 3 29651799 31439918 0.0505
100000 0.05 2607 3 29651799 31439918 0.0497
100000 0.05 2607 3 29651799 31439918 0.0496
100000 0.05 2607 3 29651799 31439918 0.0503
100000 0.05 2607 3 29651799 31439918 0.0514
100000 0.05 2607 3 29651799 31439918 0.0511
100000 0.05 2607 3 29651799 31439918 0.0531
100000 0.05 2607 3 29651799 31439918 0.0505
100000 0.05 2607 3 29651799 31439918 0.0493
100000 0.05 2607 3 29651799 31439918 0.0504
100000 0.05 2607 3 29651799 31439918 0.0541
100000 0.05 2607 3 29651799 31439918 0.0499
100000 0.05 2607 3 29651799 31439918 0.0473
100000 0.05 2607 3 29651799 31439918 0.0513
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.499
100000 0.5 2607 3 29651799 31439918 0.514
100000 0.5 2607 3 29651799 31439918 0.499
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.503
100000 0.5 2607 3 29651799 31439918 0.5
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.506
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.508
100000 0.5 2607 3 29651799 31439918 0.508
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.511
100000 0.5 2607 3 29651799 31439918 0.507
100000 0.5 2607 3 29651799 31439918 0.503
100000 0.5 2607 3 29651799 31439918 0.509
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.51
100000 0.5 2607 3 29651799 31439918 0.5
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.5
100000 0.5 2607 3 29651799 31439918 0.506
100000 0.5 2607 3 29651799 31439918 0.503
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.5
100000 0.5 2607 3 29651799 31439918 0.511
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.503
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.501
100000 0.5 2607 3 29651799 31439918 0.504
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.506
100000 0.5 2607 3 29651799 31439918 0.507
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.495
100000 0.5 2607 3 29651799 31439918 0.505
100000 0.5 2607 3 29651799 31439918 0.509
100000 0.5 2607 3 29651799 31439918 0.508
100000 0.5 2607 3 29651799 31439918 0.486
100000 0.5 2607 3 29651799 31439918 0.508
100000 0.5 2607 3 29651799 31439918 0.507
5000 0.0015 1661 3 31439918 32664986 0.0401
5000 0.0015 1661 3 31439918 32664986 0.00865
5000 0.0015 1661 3 31439918 32664986 -0.00226
5000 0.0015 1661 3 31439918 32664986 0.0368
5000 0.0015 1661 3 31439918 32664986 0.0113
5000 0.0015 1661 3 31439918 32664986 0.00185
5000 0.0015 1661 3 31439918 32664986 0.0502
5000 0.0015 1661 3 31439918 32664986 0.049
5000 0.0015 1661 3 31439918 32664986 -0.0255
5000 0.0015 1661 3 31439918 32664986 0.0144
5000 0.0015 1661 3 31439918 32664986 0.0199
5000 0.0015 1661 3 31439918 32664986 0.0541
5000 0.0015 1661 3 31439918 32664986 -0.0132
5000 0.0015 1661 3 31439918 32664986 0.0045
5000 0.0015 1661 3 31439918 32664986 0.00839
5000 0.0015 1661 3 31439918 32664986 0.0509
5000 0.0015 1661 3 31439918 32664986 0.0279
5000 0.0015 1661 3 31439918 32664986 -0.0519
5000 0.0015 1661 3 31439918 32664986 0.0233
5000 0.0015 1661 3 31439918 32664986 0.031
5000 0.0015 1661 3 31439918 32664986 0.0661
5000 0.0015 1661 3 31439918 32664986 0.0267
5000 0.0015 1661 3 31439918 32664986 0.0443
5000 0.0015 1661 3 31439918 32664986 0.00462
5000 0.0015 1661 3 31439918 32664986 0.0363
5000 0.0015 1661 3 31439918 32664986 0.0608
5000 0.0015 1661 3 31439918 32664986 0.0854
5000 0.0015 1661 3 31439918 32664986 0.00103
5000 0.0015 1661 3 31439918 32664986 0.0279
5000 0.0015 1661 3 31439918 32664986 -0.014
5000 0.0015 1661 3 31439918 32664986 0.0863
5000 0.0015 1661 3 31439918 32664986 0.0709
5000 0.0015 1661 3 31439918 32664986 0.0196
5000 0.0015 1661 3 31439918 32664986 0.0499
5000 0.0015 1661 3 31439918 32664986 0.0317
5000 0.0015 1661 3 31439918 32664986 0.0467
5000 0.0015 1661 3 31439918 32664986 0.000407
5000 0.0015 1661 3 31439918 32664986 0.0427
5000 0.0015 1661 3 31439918 32664986 0.0261
5000 0.0015 1661 3 31439918 32664986 0.0371
5000 0.0015 1661 3 31439918 32664986 0.0437
5000 0.0015 1661 3 31439918 32664986 0.0647
5000 0.0015 1661 3 31439918 32664986 0.0374
5000 0.0015 1661 3 31439918 32664986 0.0684
5000 0.0015 1661 3 31439918 32664986 0.0316
5000 0.0015 1661 3 31439918 32664986 0.0933
5000 0.0015 1661 3 31439918 32664986 0.00892
5000 0.0015 1661 3 31439918 32664986 0.0925
5000 0.0015 1661 3 31439918 32664986 -0.018
5000 0.0015 1661 3 31439918 32664986 0.0424
5000 0.05 1661 3 31439918 32664986 0.114
5000 0.05 1661 3 31439918 32664986 0.21
5000 0.05 1661 3 31439918 32664986 0.0948
5000 0.05 1661 3 31439918 32664986 0.163
5000 0.05 1661 3 31439918 32664986 0.176
5000 0.05 1661 3 31439918 32664986 0.0954
5000 0.05 1661 3 31439918 32664986 0.0686
5000 0.05 1661 3 31439918 32664986 0.133
5000 0.05 1661 3 31439918 32664986 0.312
5000 0.05 1661 3 31439918 32664986 0.0855
5000 0.05 1661 3 31439918 32664986 0.24
5000 0.05 1661 3 31439918 32664986 0.147
5000 0.05 1661 3 31439918 32664986 0.194
5000 0.05 1661 3 31439918 32664986 0.151
5000 0.05 1661 3 31439918 32664986 0.386
5000 0.05 1661 3 31439918 32664986 0.129
5000 0.05 1661 3 31439918 32664986 0.139
5000 0.05 1661 3 31439918 32664986 0.177
5000 0.05 1661 3 31439918 32664986 0.13
5000 0.05 1661 3 31439918 32664986 0.166
5000 0.05 1661 3 31439918 32664986 0.0692
5000 0.05 1661 3 31439918 32664986 0.111
5000 0.05 1661 3 31439918 32664986 0.14
5000 0.05 1661 3 31439918 32664986 0.13
5000 0.05 1661 3 31439918 32664986 0.133
5000 0.05 1661 3 31439918 32664986 0.13
5000 0.05 1661 3 31439918 32664986 0.111
5000 0.05 1661 3 31439918 32664986 0.09
5000 0.05 1661 3 31439918 32664986 0.156
5000 0.05 1661 3 31439918 32664986 0.103
5000 0.05 1661 3 31439918 32664986 0.133
5000 0.05 1661 3 31439918 32664986 0.223
5000 0.05 1661 3 31439918 32664986 0.127
5000 0.05 1661 3 31439918 32664986 0.151
5000 0.05 1661 3 31439918 32664986 0.0949
5000 0.05 1661 3 31439918 32664986 0.125
5000 0.05 1661 3 31439918 32664986 0.123
5000 0.05 1661 3 31439918 32664986 0.0479
5000 0.05 1661 3 31439918 32664986 0.119
5000 0.05 1661 3 31439918 32664986 0.0987
5000 0.05 1661 3 31439918 32664986 0.259
5000 0.05 1661 3 31439918 32664986 0.0969
5000 0.05 1661 3 31439918 32664986 0.33
5000 0.05 1661 3 31439918 32664986 0.107
5000 0.05 1661 3 31439918 32664986 0.183
5000 0.05 1661 3 31439918 32664986 0.126
5000 0.05 1661 3 31439918 32664986 0.0903
5000 0.05 1661 3 31439918 32664986 0.0738
5000 0.05 1661 3 31439918 32664986 0.173
5000 0.05 1661 3 31439918 32664986 0.08
5000 0.5 1661 3 31439918 32664986 0.951
5000 0.5 1661 3 31439918 32664986 1.1
5000 0.5 1661 3 31439918 32664986 1
5000 0.5 1661 3 31439918 32664986 0.943
5000 0.5 1661 3 31439918 32664986 1.31
5000 0.5 1661 3 31439918 32664986 1.13
5000 0.5 1661 3 31439918 32664986 1.19
5000 0.5 1661 3 31439918 32664986 2.52
5000 0.5 1661 3 31439918 32664986 0.912
5000 0.5 1661 3 31439918 32664986 2.71
5000 0.5 1661 3 31439918 32664986 1.2
5000 0.5 1661 3 31439918 32664986 1.1
5000 0.5 1661 3 31439918 32664986 2.44
5000 0.5 1661 3 31439918 32664986 0.954
5000 0.5 1661 3 31439918 32664986 0.922
5000 0.5 1661 3 31439918 32664986 1.04
5000 0.5 1661 3 31439918 32664986 1.46
5000 0.5 1661 3 31439918 32664986 0.772
5000 0.5 1661 3 31439918 32664986 0.99
5000 0.5 1661 3 31439918 32664986 1.41
5000 0.5 1661 3 31439918 32664986 0.876
5000 0.5 1661 3 31439918 32664986 2.88
5000 0.5 1661 3 31439918 32664986 1.12
5000 0.5 1661 3 31439918 32664986 0.947
5000 0.5 1661 3 31439918 32664986 1.38
5000 0.5 1661 3 31439918 32664986 3.12
5000 0.5 1661 3 31439918 32664986 0.988
5000 0.5 1661 3 31439918 32664986 1.76
5000 0.5 1661 3 31439918 32664986 1.1
5000 0.5 1661 3 31439918 32664986 0.889
5000 0.5 1661 3 31439918 32664986 2.16
5000 0.5 1661 3 31439918 32664986 1.04
5000 0.5 1661 3 31439918 32664986 1.07
5000 0.5 1661 3 31439918 32664986 1.74
5000 0.5 1661 3 31439918 32664986 1.06
5000 0.5 1661 3 31439918 32664986 1.48
5000 0.5 1661 3 31439918 32664986 1.45
5000 0.5 1661 3 31439918 32664986 2.74
5000 0.5 1661 3 31439918 32664986 1.53
5000 0.5 1661 3 31439918 32664986 2.76
5000 0.5 1661 3 31439918 32664986 1.28
5000 0.5 1661 3 31439918 32664986 1.14
5000 0.5 1661 3 31439918 32664986 0.915
5000 0.5 1661 3 31439918 32664986 1.09
5000 0.5 1661 3 31439918 32664986 0.977
5000 0.5 1661 3 31439918 32664986 0.938
5000 0.5 1661 3 31439918 32664986 3.35
5000 0.5 1661 3 31439918 32664986 0.822
5000 0.5 1661 3 31439918 32664986 1.88
5000 0.5 1661 3 31439918 32664986 0.934
7500 0.0015 1661 3 31439918 32664986 0.0146
7500 0.0015 1661 3 31439918 32664986 0.0202
7500 0.0015 1661 3 31439918 32664986 0.000542
7500 0.0015 1661 3 31439918 32664986 0.011
7500 0.0015 1661 3 31439918 32664986 -0.0237
7500 0.0015 1661 3 31439918 32664986 0.00649
7500 0.0015 1661 3 31439918 32664986 0.0199
7500 0.0015 1661 3 31439918 32664986 -0.00883
7500 0.0015 1661 3 31439918 32664986 0.00447
7500 0.0015 1661 3 31439918 32664986 0.044
7500 0.0015 1661 3 31439918 32664986 0.0161
7500 0.0015 1661 3 31439918 32664986 0.029
7500 0.0015 1661 3 31439918 32664986 0.0262
7500 0.0015 1661 3 31439918 32664986 0.0083
7500 0.0015 1661 3 31439918 32664986 -0.0103
7500 0.0015 1661 3 31439918 32664986 0.0159
7500 0.0015 1661 3 31439918 32664986 -0.0226
7500 0.0015 1661 3 31439918 32664986 0.00529
7500 0.0015 1661 3 31439918 32664986 0.0529
7500 0.0015 1661 3 31439918 32664986 0.00171
7500 0.0015 1661 3 31439918 32664986 0.0201
7500 0.0015 1661 3 31439918 32664986 0.0194
7500 0.0015 1661 3 31439918 32664986 0.0128
7500 0.0015 1661 3 31439918 32664986 0.0127
7500 0.0015 1661 3 31439918 32664986 0.0164
7500 0.0015 1661 3 31439918 32664986 -0.0139
7500 0.0015 1661 3 31439918 32664986 0.00747
7500 0.0015 1661 3 31439918 32664986 0.00466
7500 0.0015 1661 3 31439918 32664986 -0.00026
7500 0.0015 1661 3 31439918 32664986 -0.0242
7500 0.0015 1661 3 31439918 32664986 -0.00509
7500 0.0015 1661 3 31439918 32664986 0.00146
7500 0.0015 1661 3 31439918 32664986 0.0123
7500 0.0015 1661 3 31439918 32664986 -0.0104
7500 0.0015 1661 3 31439918 32664986 -0.0224
7500 0.0015 1661 3 31439918 32664986 0.00279
7500 0.0015 1661 3 31439918 32664986 -0.0085
7500 0.0015 1661 3 31439918 32664986 -0.00515
7500 0.0015 1661 3 31439918 32664986 0.0149
7500 0.0015 1661 3 31439918 32664986 0.00469
7500 0.0015 1661 3 31439918 32664986 0.00632
7500 0.0015 1661 3 31439918 32664986 -0.00625
7500 0.0015 1661 3 31439918 32664986 0.00431
7500 0.0015 1661 3 31439918 32664986 0.0264
7500 0.0015 1661 3 31439918 32664986 0.0244
7500 0.0015 1661 3 31439918 32664986 0.018
7500 0.0015 1661 3 31439918 32664986 -0.00447
7500 0.0015 1661 3 31439918 32664986 0.0148
7500 0.0015 1661 3 31439918 32664986 0.0289
7500 0.0015 1661 3 31439918 32664986 0.00426
7500 0.05 1661 3 31439918 32664986 0.0602
7500 0.05 1661 3 31439918 32664986 0.0677
7500 0.05 1661 3 31439918 32664986 0.133
7500 0.05 1661 3 31439918 32664986 0.141
7500 0.05 1661 3 31439918 32664986 0.207
7500 0.05 1661 3 31439918 32664986 0.0713
7500 0.05 1661 3 31439918 32664986 0.103
7500 0.05 1661 3 31439918 32664986 0.118
7500 0.05 1661 3 31439918 32664986 0.0782
7500 0.05 1661 3 31439918 32664986 0.0979
7500 0.05 1661 3 31439918 32664986 0.144
7500 0.05 1661 3 31439918 32664986 0.0747
7500 0.05 1661 3 31439918 32664986 0.178
7500 0.05 1661 3 31439918 32664986 0.0745
7500 0.05 1661 3 31439918 32664986 0.0728
7500 0.05 1661 3 31439918 32664986 0.104
7500 0.05 1661 3 31439918 32664986 0.0735
7500 0.05 1661 3 31439918 32664986 0.188
7500 0.05 1661 3 31439918 32664986 0.105
7500 0.05 1661 3 31439918 32664986 0.106
7500 0.05 1661 3 31439918 32664986 0.0621
7500 0.05 1661 3 31439918 32664986 0.127
7500 0.05 1661 3 31439918 32664986 0.143
7500 0.05 1661 3 31439918 32664986 0.106
7500 0.05 1661 3 31439918 32664986 0.0912
7500 0.05 1661 3 31439918 32664986 0.0879
7500 0.05 1661 3 31439918 32664986 0.098
7500 0.05 1661 3 31439918 32664986 0.0595
7500 0.05 1661 3 31439918 32664986 0.205
7500 0.05 1661 3 31439918 32664986 0.058
7500 0.05 1661 3 31439918 32664986 0.0939
7500 0.05 1661 3 31439918 32664986 0.121
7500 0.05 1661 3 31439918 32664986 0.0759
7500 0.05 1661 3 31439918 32664986 0.0839
7500 0.05 1661 3 31439918 32664986 0.0921
7500 0.05 1661 3 31439918 32664986 0.0981
7500 0.05 1661 3 31439918 32664986 0.0726
7500 0.05 1661 3 31439918 32664986 0.245
7500 0.05 1661 3 31439918 32664986 0.0604
7500 0.05 1661 3 31439918 32664986 0.148
7500 0.05 1661 3 31439918 32664986 0.0716
7500 0.05 1661 3 31439918 32664986 0.169
7500 0.05 1661 3 31439918 32664986 0.147
7500 0.05 1661 3 31439918 32664986 0.0955
7500 0.05 1661 3 31439918 32664986 0.0641
7500 0.05 1661 3 31439918 32664986 0.0844
7500 0.05 1661 3 31439918 32664986 0.13
7500 0.05 1661 3 31439918 32664986 0.063
7500 0.05 1661 3 31439918 32664986 0.0919
7500 0.05 1661 3 31439918 32664986 0.0658
7500 0.5 1661 3 31439918 32664986 1.08
7500 0.5 1661 3 31439918 32664986 0.922
7500 0.5 1661 3 31439918 32664986 0.957
7500 0.5 1661 3 31439918 32664986 0.812
7500 0.5 1661 3 31439918 32664986 1.52
7500 0.5 1661 3 31439918 32664986 0.857
7500 0.5 1661 3 31439918 32664986 0.681
7500 0.5 1661 3 31439918 32664986 0.786
7500 0.5 1661 3 31439918 32664986 1.1
7500 0.5 1661 3 31439918 32664986 0.66
7500 0.5 1661 3 31439918 32664986 2.31
7500 0.5 1661 3 31439918 32664986 0.794
7500 0.5 1661 3 31439918 32664986 0.713
7500 0.5 1661 3 31439918 32664986 0.843
7500 0.5 1661 3 31439918 32664986 0.763
7500 0.5 1661 3 31439918 32664986 0.856
7500 0.5 1661 3 31439918 32664986 0.838
7500 0.5 1661 3 31439918 32664986 1.36
7500 0.5 1661 3 31439918 32664986 1.32
7500 0.5 1661 3 31439918 32664986 0.768
7500 0.5 1661 3 31439918 32664986 2.05
7500 0.5 1661 3 31439918 32664986 1.31
7500 0.5 1661 3 31439918 32664986 0.905
7500 0.5 1661 3 31439918 32664986 1.85
7500 0.5 1661 3 31439918 32664986 1
7500 0.5 1661 3 31439918 32664986 1.02
7500 0.5 1661 3 31439918 32664986 0.845
7500 0.5 1661 3 31439918 32664986 0.691
7500 0.5 1661 3 31439918 32664986 1.19
7500 0.5 1661 3 31439918 32664986 0.992
7500 0.5 1661 3 31439918 32664986 0.732
7500 0.5 1661 3 31439918 32664986 0.732
7500 0.5 1661 3 31439918 32664986 0.79
7500 0.5 1661 3 31439918 32664986 0.677
7500 0.5 1661 3 31439918 32664986 0.746
7500 0.5 1661 3 31439918 32664986 0.748
7500 0.5 1661 3 31439918 32664986 0.701
7500 0.5 1661 3 31439918 32664986 0.753
7500 0.5 1661 3 31439918 32664986 1.27
7500 0.5 1661 3 31439918 32664986 0.961
7500 0.5 1661 3 31439918 32664986 2.58
7500 0.5 1661 3 31439918 32664986 0.73
7500 0.5 1661 3 31439918 32664986 0.914
7500 0.5 1661 3 31439918 32664986 1.06
7500 0.5 1661 3 31439918 32664986 0.577
7500 0.5 1661 3 31439918 32664986 0.768
7500 0.5 1661 3 31439918 32664986 1.18
7500 0.5 1661 3 31439918 32664986 0.889
7500 0.5 1661 3 31439918 32664986 1.44
7500 0.5 1661 3 31439918 32664986 1.26
10000 0.0015 1661 3 31439918 32664986 0.00554
10000 0.0015 1661 3 31439918 32664986 0.0103
10000 0.0015 1661 3 31439918 32664986 -0.0016
10000 0.0015 1661 3 31439918 32664986 0.0137
10000 0.0015 1661 3 31439918 32664986 0.00112
10000 0.0015 1661 3 31439918 32664986 -0.011
10000 0.0015 1661 3 31439918 32664986 0.0115
10000 0.0015 1661 3 31439918 32664986 0.00869
10000 0.0015 1661 3 31439918 32664986 0.0102
10000 0.0015 1661 3 31439918 32664986 -0.00631
10000 0.0015 1661 3 31439918 32664986 0.0236
10000 0.0015 1661 3 31439918 32664986 0.00972
10000 0.0015 1661 3 31439918 32664986 0.0032
10000 0.0015 1661 3 31439918 32664986 0.00723
10000 0.0015 1661 3 31439918 32664986 -0.00978
10000 0.0015 1661 3 31439918 32664986 -0.00269
10000 0.0015 1661 3 31439918 32664986 0.0238
10000 0.0015 1661 3 31439918 32664986 0.032
10000 0.0015 1661 3 31439918 32664986 0.01
10000 0.0015 1661 3 31439918 32664986 0.00702
10000 0.0015 1661 3 31439918 32664986 -0.0044
10000 0.0015 1661 3 31439918 32664986 0.0149
10000 0.0015 1661 3 31439918 32664986 0.0163
10000 0.0015 1661 3 31439918 32664986 0.0119
10000 0.0015 1661 3 31439918 32664986 -0.00404
10000 0.0015 1661 3 31439918 32664986 0.00189
10000 0.0015 1661 3 31439918 32664986 0.0108
10000 0.0015 1661 3 31439918 32664986 0.0147
10000 0.0015 1661 3 31439918 32664986 0.0153
10000 0.0015 1661 3 31439918 32664986 0.0181
10000 0.0015 1661 3 31439918 32664986 0.00428
10000 0.0015 1661 3 31439918 32664986 0.0113
10000 0.0015 1661 3 31439918 32664986 0.00222
10000 0.0015 1661 3 31439918 32664986 0.00077
10000 0.0015 1661 3 31439918 32664986 0.0132
10000 0.0015 1661 3 31439918 32664986 0.00512
10000 0.0015 1661 3 31439918 32664986 0.0101
10000 0.0015 1661 3 31439918 32664986 0.00998
10000 0.0015 1661 3 31439918 32664986 0.0136
10000 0.0015 1661 3 31439918 32664986 0.0184
10000 0.0015 1661 3 31439918 32664986 0.00152
10000 0.0015 1661 3 31439918 32664986 0.0264
10000 0.0015 1661 3 31439918 32664986 -0.00434
10000 0.0015 1661 3 31439918 32664986 0.0256
10000 0.0015 1661 3 31439918 32664986 0.00759
10000 0.0015 1661 3 31439918 32664986 0.000913
10000 0.0015 1661 3 31439918 32664986 0.00843
10000 0.0015 1661 3 31439918 32664986 0.00361
10000 0.0015 1661 3 31439918 32664986 0.00898
10000 0.0015 1661 3 31439918 32664986 -0.000704
10000 0.05 1661 3 31439918 32664986 0.0619
10000 0.05 1661 3 31439918 32664986 0.104
10000 0.05 1661 3 31439918 32664986 0.0559
10000 0.05 1661 3 31439918 32664986 0.0721
10000 0.05 1661 3 31439918 32664986 0.139
10000 0.05 1661 3 31439918 32664986 0.0667
10000 0.05 1661 3 31439918 32664986 0.124
10000 0.05 1661 3 31439918 32664986 0.0993
10000 0.05 1661 3 31439918 32664986 0.0769
10000 0.05 1661 3 31439918 32664986 0.109
10000 0.05 1661 3 31439918 32664986 0.0761
10000 0.05 1661 3 31439918 32664986 0.0587
10000 0.05 1661 3 31439918 32664986 0.142
10000 0.05 1661 3 31439918 32664986 0.108
10000 0.05 1661 3 31439918 32664986 0.0872
10000 0.05 1661 3 31439918 32664986 0.0591
10000 0.05 1661 3 31439918 32664986 0.102
10000 0.05 1661 3 31439918 32664986 0.084
10000 0.05 1661 3 31439918 32664986 0.0981
10000 0.05 1661 3 31439918 32664986 0.106
10000 0.05 1661 3 31439918 32664986 0.0865
10000 0.05 1661 3 31439918 32664986 0.0861
10000 0.05 1661 3 31439918 32664986 0.1
10000 0.05 1661 3 31439918 32664986 0.0841
10000 0.05 1661 3 31439918 32664986 0.0844
10000 0.05 1661 3 31439918 32664986 0.104
10000 0.05 1661 3 31439918 32664986 0.0873
10000 0.05 1661 3 31439918 32664986 0.0857
10000 0.05 1661 3 31439918 32664986 0.168
10000 0.05 1661 3 31439918 32664986 0.0476
10000 0.05 1661 3 31439918 32664986 0.0889
10000 0.05 1661 3 31439918 32664986 0.086
10000 0.05 1661 3 31439918 32664986 0.0737
10000 0.05 1661 3 31439918 32664986 0.0723
10000 0.05 1661 3 31439918 32664986 0.201
10000 0.05 1661 3 31439918 32664986 0.157
10000 0.05 1661 3 31439918 32664986 0.063
10000 0.05 1661 3 31439918 32664986 0.0916
10000 0.05 1661 3 31439918 32664986 0.136
10000 0.05 1661 3 31439918 32664986 0.0724
10000 0.05 1661 3 31439918 32664986 0.107
10000 0.05 1661 3 31439918 32664986 0.138
10000 0.05 1661 3 31439918 32664986 0.0829
10000 0.05 1661 3 31439918 32664986 0.091
10000 0.05 1661 3 31439918 32664986 0.097
10000 0.05 1661 3 31439918 32664986 0.0836
10000 0.05 1661 3 31439918 32664986 0.108
10000 0.05 1661 3 31439918 32664986 0.0803
10000 0.05 1661 3 31439918 32664986 0.101
10000 0.05 1661 3 31439918 32664986 0.0806
10000 0.5 1661 3 31439918 32664986 0.972
10000 0.5 1661 3 31439918 32664986 0.86
10000 0.5 1661 3 31439918 32664986 1.1
10000 0.5 1661 3 31439918 32664986 0.631
10000 0.5 1661 3 31439918 32664986 0.665
10000 0.5 1661 3 31439918 32664986 0.699
10000 0.5 1661 3 31439918 32664986 0.666
10000 0.5 1661 3 31439918 32664986 1.07
10000 0.5 1661 3 31439918 32664986 0.793
10000 0.5 1661 3 31439918 32664986 0.757
10000 0.5 1661 3 31439918 32664986 0.72
10000 0.5 1661 3 31439918 32664986 0.935
10000 0.5 1661 3 31439918 32664986 0.857
10000 0.5 1661 3 31439918 32664986 0.862
10000 0.5 1661 3 31439918 32664986 0.659
10000 0.5 1661 3 31439918 32664986 0.746
10000 0.5 1661 3 31439918 32664986 0.771
10000 0.5 1661 3 31439918 32664986 0.659
10000 0.5 1661 3 31439918 32664986 0.751
10000 0.5 1661 3 31439918 32664986 1.69
10000 0.5 1661 3 31439918 32664986 0.868
10000 0.5 1661 3 31439918 32664986 1.45
10000 0.5 1661 3 31439918 32664986 1.18
10000 0.5 1661 3 31439918 32664986 0.79
10000 0.5 1661 3 31439918 32664986 0.796
10000 0.5 1661 3 31439918 32664986 0.729
10000 0.5 1661 3 31439918 32664986 0.958
10000 0.5 1661 3 31439918 32664986 1.59
10000 0.5 1661 3 31439918 32664986 0.811
10000 0.5 1661 3 31439918 32664986 0.693
10000 0.5 1661 3 31439918 32664986 0.681
10000 0.5 1661 3 31439918 32664986 0.633
10000 0.5 1661 3 31439918 32664986 1.34
10000 0.5 1661 3 31439918 32664986 0.729
10000 0.5 1661 3 31439918 32664986 1.1
10000 0.5 1661 3 31439918 32664986 0.692
10000 0.5 1661 3 31439918 32664986 0.621
10000 0.5 1661 3 31439918 32664986 0.694
10000 0.5 1661 3 31439918 32664986 0.792
10000 0.5 1661 3 31439918 32664986 1.46
10000 0.5 1661 3 31439918 32664986 0.65
10000 0.5 1661 3 31439918 32664986 0.673
10000 0.5 1661 3 31439918 32664986 0.768
10000 0.5 1661 3 31439918 32664986 0.613
10000 0.5 1661 3 31439918 32664986 0.718
10000 0.5 1661 3 31439918 32664986 0.956
10000 0.5 1661 3 31439918 32664986 1.23
10000 0.5 1661 3 31439918 32664986 0.638
10000 0.5 1661 3 31439918 32664986 0.941
10000 0.5 1661 3 31439918 32664986 0.709
50000 0.0015 1661 3 31439918 32664986 0.00191
50000 0.0015 1661 3 31439918 32664986 0.00315
50000 0.0015 1661 3 31439918 32664986 0.00273
50000 0.0015 1661 3 31439918 32664986 0.00206
50000 0.0015 1661 3 31439918 32664986 0.00152
50000 0.0015 1661 3 31439918 32664986 0.0039
50000 0.0015 1661 3 31439918 32664986 0.00307
50000 0.0015 1661 3 31439918 32664986 0.000916
50000 0.0015 1661 3 31439918 32664986 0.00269
50000 0.0015 1661 3 31439918 32664986 0.00358
